Date,Open,High,Low,Close,Volume
1927-12-30,17.65999985,17.65999985,17.65999985,17.65999985,0
1928-01-03,17.76000023,17.76000023,17.76000023,17.76000023,0
1928-01-04,17.71999931,17.71999931,17.71999931,17.71999931,0
1928-01-05,17.54999924,17.54999924,17.54999924,17.54999924,0
1928-01-06,17.65999985,17.65999985,17.65999985,17.65999985,0
1928-01-09,17.50000000,17.50000000,17.50000000,17.50000000,0
1928-01-10,17.37000084,17.37000084,17.37000084,17.37000084,0
1928-01-11,17.35000038,17.35000038,17.35000038,17.35000038,0
1928-01-12,17.46999931,17.46999931,17.46999931,17.46999931,0
1928-01-13,17.57999992,17.57999992,17.57999992,17.57999992,0
1928-01-16,17.29000092,17.29000092,17.29000092,17.29000092,0
1928-01-17,17.29999924,17.29999924,17.29999924,17.29999924,0
1928-01-18,17.26000023,17.26000023,17.26000023,17.26000023,0
1928-01-19,17.37999916,17.37999916,17.37999916,17.37999916,0
1928-01-20,17.47999954,17.47999954,17.47999954,17.47999954,0
1928-01-23,17.63999939,17.63999939,17.63999939,17.63999939,0
1928-01-24,17.70999908,17.70999908,17.70999908,17.70999908,0
1928-01-25,17.52000046,17.52000046,17.52000046,17.52000046,0
1928-01-26,17.62999916,17.62999916,17.62999916,17.62999916,0
1928-01-27,17.69000053,17.69000053,17.69000053,17.69000053,0
1928-01-30,17.48999977,17.48999977,17.48999977,17.48999977,0
1928-01-31,17.56999969,17.56999969,17.56999969,17.56999969,0
1928-02-01,17.53000069,17.53000069,17.53000069,17.53000069,0
1928-02-02,17.62999916,17.62999916,17.62999916,17.62999916,0
1928-02-03,17.39999962,17.39999962,17.39999962,17.39999962,0
1928-02-06,17.45000076,17.45000076,17.45000076,17.45000076,0
1928-02-07,17.44000053,17.44000053,17.44000053,17.44000053,0
1928-02-08,17.48999977,17.48999977,17.48999977,17.48999977,0
1928-02-09,17.54999924,17.54999924,17.54999924,17.54999924,0
1928-02-10,17.54000092,17.54000092,17.54000092,17.54000092,0
1928-02-14,17.44000053,17.44000053,17.44000053,17.44000053,0
1928-02-15,17.39999962,17.39999962,17.39999962,17.39999962,0
1928-02-16,17.35000038,17.35000038,17.35000038,17.35000038,0
1928-02-17,17.04000092,17.04000092,17.04000092,17.04000092,0
1928-02-20,16.95000076,16.95000076,16.95000076,16.95000076,0
1928-02-21,17.11000061,17.11000061,17.11000061,17.11000061,0
1928-02-23,17.12999916,17.12999916,17.12999916,17.12999916,0
1928-02-24,17.18000031,17.18000031,17.18000031,17.18000031,0
1928-02-27,17.11000061,17.11000061,17.11000061,17.11000061,0
1928-02-28,17.15999985,17.15999985,17.15999985,17.15999985,0
1928-02-29,17.26000023,17.26000023,17.26000023,17.26000023,0
1928-03-01,17.29999924,17.29999924,17.29999924,17.29999924,0
1928-03-02,17.29999924,17.29999924,17.29999924,17.29999924,0
1928-03-05,17.56999969,17.56999969,17.56999969,17.56999969,0
1928-03-06,17.67000008,17.67000008,17.67000008,17.67000008,0
1928-03-07,17.57999992,17.57999992,17.57999992,17.57999992,0
